id,chr,type,stage,duplicate_1,duplicate_2,duplicate_3,mean,sd
GG6AChr2FK25,chr2,FK,D7,0,0.072156,0,0.024052,0.034014665
GG6AChr27FK63,chr27,FK,E9D,0.0484,0,NA,0.0242,0.0242
GG6AChr27FK30,chr27,FK,E7D,0,0.048605,NA,0.0243025,0.0243025
GG6AChr27FK21,chr27,FK,D3,0,0.074481,0,0.024827,0.03511068
GG6AChr2FK17,chr2,FK,D7,0,0,0.074576,0.024858667,0.035155464
GG6AChr2FK25,chr2,FK,D4,0,0.074606,0,0.024868667,0.035169606
GG6AChr27FK33,chr27,FK,E7D,0,0.0505,NA,0.02525,0.02525
GG6AChr27FK47,chr27,FK,E9D,0.050867,0,NA,0.0254335,0.0254335
GG6AChr2FK28,chr2,FK,D5,0.047476,0.028871,0,0.025449,0.019532455
GG6AChr27FK61,chr27,FK,D3,0,0.078449,0,0.026149667,0.036981213
GG6AChr25FK1,chr25,FK,E7E,0,0.053904,NA,0.026952,0.026952
GG6AChr27FK18,chr27,FK,E7E,0.054217,0,NA,0.0271085,0.0271085
GG6AChr2FK13,chr2,FK,D6,0.081486,0,0,0.027162,0.038412869
GG6AChr25Ktn9,chr25,ktn,E9D,0.05454,0,NA,0.02727,0.02727
GG6AChr27FK59,chr27,FK,D4,0.081964,0,0,0.027321333,0.0386382
GG6AChr27FK46,chr27,FK,E7E,0.004676,0.050307,NA,0.0274915,0.0228155
GG6AChr27FK18,chr27,FK,E9E,0,0.056503,NA,0.0282515,0.0282515
GG6AChr27FK26,chr27,FK,E12F,0,0.05661,NA,0.028305,0.028305
GG6AChr25Ktn10,chr25,ktn,E14F,0.056667,0,NA,0.0283335,0.0283335
GG6AChr2FK28,chr2,FK,E7D,0.057951,0,NA,0.0289755,0.0289755
GG6AChr2FK16,chr2,FK,E16F,0.040108,0.018372,NA,0.02924,0.010868
GG6AChr27FK42,chr27,FK,D4,0.088599,0,0,0.029533,0.041765969
GG6AChr27FK26,chr27,FK,E9E,0.059255,0,NA,0.0296275,0.0296275
GG6AChr27FK15,chr27,FK,E7E,0.021711,0.037873,NA,0.029792,0.008081
GG6AChr27FK70,chr27,FK,D4,0.089419,0,0,0.029806333,0.042152521
GG6AChr25Claw7,chr25,claw,E9D,0.060002,0,NA,0.030001,0.030001
GG6AChr2FK30,chr2,FK,D3,0,0.035784,0.054507,0.030097,0.022612824
GG6AChr25Scale4,chr25,scale,E9D,0.060753,0,NA,0.0303765,0.0303765
GG6AChr2FK28,chr2,FK,E9E,0.061194,0,NA,0.030597,0.030597
GG6AChr25Claw11,chr25,claw,E9D,0.062149,0,NA,0.0310745,0.0310745
GG6AChr27FK28,chr27,FK,E9D,0.063403,0,NA,0.0317015,0.0317015
GG6AChr27FK20,chr27,FK,E16F,0.063691,0,NA,0.0318455,0.0318455
GG6AChr27FK18,chr27,FK,D5,0.052701,0.030589,0.012923,0.032071,0.016273077
GG6AChr2FK22,chr2,FK,E7E,0,0.064262,NA,0.032131,0.032131
GG6AChr25Claw14,chr25,claw,E9E,0.064605,0,NA,0.0323025,0.0323025
GG6AChr25Claw1,chr25,claw,E9E,0.064869,0,NA,0.0324345,0.0324345
GG6AChr2FK28,chr2,FK,E14F,0.041364,0.024282,NA,0.032823,0.008541
GG6AChr27FK47,chr27,FK,E9E,0,0.065887,NA,0.0329435,0.0329435
GG6AChr2FK7,chr2,FK,D4,0,0.099362,0,0.033120667,0.046839696
GG6AChr25FL3,chr25,FL,E7D,0.066351,0,NA,0.0331755,0.0331755
GG6AChr27FK31,chr27,FK,E9E,0.066384,0,NA,0.033192,0.033192
GG6AChr27FK43,chr27,FK,E9E,0.066384,0,NA,0.033192,0.033192
GG6AChr2FK8,chr2,FK,E16F,0.050965,0.016356,NA,0.0336605,0.0173045
GG6AChr2FK3,chr2,FK,D7,0.015723,0.023298,0.062164,0.033728333,0.020343476
GG6AChr27FK19,chr27,FK,D4,0.063708,0,0.037683,0.033797,0.026153433
GG6AChr27FK63,chr27,FK,D5,0,0.103242,0,0.034414,0.048668746
GG6AChr25Claw7,chr25,claw,D3,0,0.103648,0,0.034549333,0.048860136
GG6AChr2FK12,chr2,FK,D6,0.031349,0,0.073051,0.0348,0.029922614
GG6AChr27FK59,chr27,FK,D3,0,0.104566,0,0.034855333,0.049292885
GG6AChr10FK3,chr10,FK,E7D,0.069769,0,NA,0.0348845,0.0348845
GG6AChr25FL3,chr25,FL,E7E,0.07087,0,NA,0.035435,0.035435
GG6AChr27FK6,chr27,FK,D4,0,0.106474,0,0.035491333,0.050192325
GG6AChr27FK68,chr27,FK,D7,0.019791,0.020891,0.065871,0.035517667,0.021467745
GG6AChr27FK72,chr27,FK,D5,0.106579,0,0,0.035526333,0.050241822
GG6AChr27FK44,chr27,FK,D5,0,0.108217,0,0.036072333,0.051013983
GG6AChr27FK19,chr27,FK,D3,0,0.10921,0,0.036403333,0.051482088
GG6AChr2FK27,chr2,FK,E14F,0.073027,0,NA,0.0365135,0.0365135
GG6AChr2FK12,chr2,FK,E12F,0.045959,0.027102,NA,0.0365305,0.0094285
GG6AChr25Ktn3,chr25,ktn,E7D,0.073218,0,NA,0.036609,0.036609
GG6AChr25Ktn4,chr25,ktn,E16F,0.039256,0.034083,NA,0.0366695,0.0025865
GG6AChr2FK4,chr2,FK,E9D,0,0.074265,NA,0.0371325,0.0371325
GG6AChr10FK1,chr10,FK,E7D,0.074651,0,NA,0.0373255,0.0373255
GG6AChr27FK29,chr27,FK,E7D,0.075225,0,NA,0.0376125,0.0376125
GG6AChr27FK16,chr27,FK,E9D,0.061134,0.014418,NA,0.037776,0.023358
GG6AChr27FK11,chr27,FK,D5,0.092825,0.022917,0,0.038580667,0.039481076
GG6AChr2FK3,chr2,FK,E7E,0.039102,0.038188,NA,0.038645,0.000457
GG6AChr27FK51,chr27,FK,D5,0,0.115947,0,0.038649,0.05465794
GG6AChr2FK30,chr2,FK,E9E,0.078184,0,NA,0.039092,0.039092
GG6AChr27FK59,chr27,FK,E9E,0.078674,0,NA,0.039337,0.039337
GG6AChr2FK18,chr2,FK,E14F,0.054237,0.025359,NA,0.039798,0.014439
GG6AChr27FK17,chr27,FK,D3,0,0,0.119624,0.039874667,0.056391294
GG6AChr25FL3,chr25,FL,D4,0,0.12036,0,0.04012,0.056738248
GG6AChr2FK15,chr2,FK,D6,0,0,0.12069,0.04023,0.056893812
GG6AChr25FL1,chr25,FL,D3,0,0.121808,0,0.040602667,0.057420842
GG6AChr2FK12,chr2,FK,E7D,0.083411,0,NA,0.0417055,0.0417055
GG6AChr25Scale13,chr25,scale,E9D,0.084054,0,NA,0.042027,0.042027
GG6AChr2FK2,chr2,FK,E14F,0.084215,0,NA,0.0421075,0.0421075
GG6AChr7FK,chr7,FK,D3,0,0,0.126607,0.042202333,0.059683112
GG6AChr6BKJ,chr6,BKJ,D3,0,0.127645,0,0.042548333,0.06017243
GG6AChr10FK3,chr10,FK,E7E,0,0.085254,NA,0.042627,0.042627
GG6AChr27FK54,chr27,FK,D3,0,0.128119,0,0.042706333,0.060395876
GG6AChr27FK27,chr27,FK,D5,0.128822,0,0,0.042940667,0.060727273
GG6AChr27FK80,chr27,FK,E9D,0,0.086449,NA,0.0432245,0.0432245
GG6AChr25Ktn1,chr25,ktn,E16F,0,0.086895,NA,0.0434475,0.0434475
GG6AChr25Scale2,chr25,scale,E9E,0,0.087333,NA,0.0436665,0.0436665
GG6AChr27FK37,chr27,FK,E12F,0.019111,0.068273,NA,0.043692,0.024581
GG6AChr27FK27,chr27,FK,D4,0.131966,0,0,0.043988667,0.062209369
GG6AChr25Scale5,chr25,scale,E9E,0.088278,0,NA,0.044139,0.044139
GG6AChr2FK1,chr2,FK,E14F,0.088912,0,NA,0.044456,0.044456
GG6AChr25FL1,chr25,FL,E7E,0,0.089063,NA,0.0445315,0.0445315
GG6AChr27FK14,chr27,FK,D4,0.05172,0.01109,0.072661,0.045157,0.025561061
GG6AChr2FK30,chr2,FK,D4,0,0.089571,0.047201,0.045590667,0.036584932
GG6AChr25Claw12,chr25,claw,E9E,0.091433,0,NA,0.0457165,0.0457165
GG6AChr7FK,chr7,FK,D4,0,0,0.13839,0.04613,0.065237672
GG6AChr27FK52,chr27,FK,E9E,0.093093,0,NA,0.0465465,0.0465465
GG6AChr25Ktn3,chr25,ktn,E9D,0,0.094396,NA,0.047198,0.047198
GG6AChr25FL1,chr25,FL,D4,0.142229,0,0,0.047409667,0.067047394
GG6AChr2FK8,chr2,FK,D7,0.023535,0.040704,0.079646,0.047961667,0.023475042
GG6AChr27FK16,chr27,FK,D5,0.10628,0.026845,0.011342,0.048155667,0.041584567
GG6AChr27FK18,chr27,FK,D4,0.112649,0,0.034711,0.04912,0.047103883
GG6AChr27FK1,chr27,FK,D3,0,0.14789,0,0.049296667,0.069716015
GG6AChr2FK9,chr2,FK,E9E,0.073871,0.024945,NA,0.049408,0.024463
GG6AChr25FL4,chr25,FL,E7E,0.099031,0,NA,0.0495155,0.0495155
GG6AChr27FK10,chr27,FK,D7,0,0,0.148625,0.049541667,0.070062497
GG6AChr2FK15,chr2,FK,E16F,0.083286,0.015855,NA,0.0495705,0.0337155
GG6AChr2FK20,chr2,FK,E9E,0.099566,0,NA,0.049783,0.049783
GG6AChr2FK9,chr2,FK,E7D,0.047564,0.052993,NA,0.0502785,0.0027145
GG6AChr27FK21,chr27,FK,D4,0.117376,0,0.03386,0.050412,0.049327192
GG6AChr27FK51,chr27,FK,E9E,0.100881,0,NA,0.0504405,0.0504405
GG6AChr25Claw14,chr25,claw,D3,0,0.151751,0,0.050583667,0.071536107
GG6AChr27FK7,chr27,FK,D5,0.152412,0,0,0.050804,0.071847706
GG6AChr2FK16,chr2,FK,D3,0,0.019428,0.135252,0.05156,0.059708318
GG6AChr7FK,chr7,FK,D6,0,0.155148,0,0.051716,0.073137469
GG6AChr27FK33,chr27,FK,E9D,0.058174,0.04658,NA,0.052377,0.005797
GG6AChr27FK61,chr27,FK,E9D,0.105583,0,NA,0.0527915,0.0527915
GG6AChr27FK26,chr27,FK,E9D,0.061718,0.044402,NA,0.05306,0.008658
GG6AChr27FK38,chr27,FK,E7E,0,0.108194,NA,0.054097,0.054097
GG6AChr27FK35,chr27,FK,E9D,0.068795,0.039578,NA,0.0541865,0.0146085
GG6AChr27FK15,chr27,FK,E12F,0.004442,0.103989,NA,0.0542155,0.0497735
GG6AChr2FK12,chr2,FK,D3,0,0.068279,0.094954,0.054411,0.039985886
GG6AChr27FK56,chr27,FK,E9E,0.109306,0,NA,0.054653,0.054653
GG6AChr25Ktn6,chr25,ktn,E7D,0.109586,0,NA,0.054793,0.054793
GG6AChr2FK21,chr2,FK,D7,0,0,0.167557,0.055852333,0.078987127
GG6AChr27FK24,chr27,FK,E9E,0.112624,0,NA,0.056312,0.056312
GG6AChr27FK52,chr27,FK,D4,0,0,0.169381,0.056460333,0.079846969
GG6AChr2FK13,chr2,FK,E14F,0.080303,0.033511,NA,0.056907,0.023396
GG6AChr25Ktn2,chr25,ktn,E9D,0.113822,0,NA,0.056911,0.056911
GG6AChr27FK16,chr27,FK,D3,0,0.171628,0,0.057209333,0.080906215
GG6AChr25Claw5,chr25,claw,D3,0,0.174313,0,0.058104333,0.082171936
GG6AChr25FL2,chr25,FL,D4,0,0,0.175406,0.058468667,0.082687181
GG6AChr25Ktn5,chr25,ktn,D7,0,0.177029,0,0.059009667,0.083452271
GG6AChr25Ktn11,chr25,ktn,E7E,0.118261,0,NA,0.0591305,0.0591305
GG6AChr2FK13,chr2,FK,D5,0,0.177718,0,0.059239333,0.083777069
GG6AChr27FK12,chr27,FK,D4,0.08617,0.0382,0.054176,0.059515333,0.019944282
GG6AChr27FK5,chr27,FK,E12F,0.087392,0.031787,NA,0.0595895,0.0278025
GG6AChr27FK1,chr27,FK,D5,0.128759,0.039499,0.01143,0.059896,0.050023673
GG6AChr27FK1,chr27,FK,D4,0.08745,0.0382,0.054176,0.059942,0.020515453
GG6AChr27FK7,chr27,FK,E9D,0,0.120966,NA,0.060483,0.060483
GG6AChr25FK8,chr25,FK,D4,0.119405,0.064553,0,0.061319333,0.048800485
GG6AChr25FK5,chr25,FK,D4,0,0.185671,0,0.061890333,0.087526149
GG6AChr27FK28,chr27,FK,E7E,0.00691,0.117459,NA,0.0621845,0.0552745
GG6AChr27FK22,chr27,FK,D3,0,0.186667,0,0.062222333,0.087995668
GG6AChr25FK14,chr25,FK,D4,0,0.187841,0,0.062613667,0.088549097
GG6AChr27FK82,chr27,FK,E9D,0,0.125827,NA,0.0629135,0.0629135
GG6AChr27FK21,chr27,FK,E9E,0.060863,0.065184,NA,0.0630235,0.0021605
GG6AChr27FK21,chr27,FK,D5,0.046568,0.123509,0.019113,0.063063333,0.044186749
GG6AChr27FK4,chr27,FK,E12F,0.044321,0.081935,NA,0.063128,0.018807
GG6AChr25Ktn13,chr25,ktn,E7D,0,0.126965,NA,0.0634825,0.0634825
GG6AChr27FK22,chr27,FK,E9E,0.12747,0,NA,0.063735,0.063735
GG6AChr27FK25,chr27,FK,E9D,0.101239,0.026419,NA,0.063829,0.03741
GG6AChr27FK56,chr27,FK,E9D,0.090745,0.037176,NA,0.0639605,0.0267845
GG6AChr27FK57,chr27,FK,E9E,0.128062,0,NA,0.064031,0.064031
GG6AChr25Ktn10,chr25,ktn,E7D,0.128553,0,NA,0.0642765,0.0642765
GG6AChr2FK23,chr2,FK,E12F,0,0.129452,NA,0.064726,0.064726
GG6A_Chr6_BKJ,chr6,BKJ,D5,0.052196,0.142391,0,0.064862333,0.058816813
GG6AChr27FK45,chr27,FK,E7E,0.034413,0.097086,NA,0.0657495,0.0313365
GG6AChr25Claw13,chr25,claw,D3,0,0.197816,0,0.065938667,0.093251357
GG6AChr27FK85,chr27,FK,E9D,0.132143,0,NA,0.0660715,0.0660715
GG6AChr2FK22,chr2,FK,E14F,0.132522,0,NA,0.066261,0.066261
GG6AChr27FK41,chr27,FK,E7E,0.05988,0.072838,NA,0.066359,0.006479
GG6AChr2FK6,chr2,FK,E12F,0.06291,0.070499,NA,0.0667045,0.0037945
GG6AChr27FK12,chr27,FK,D5,0.128593,0.060782,0.01143,0.066935,0.048029065
GG6AChr2FK28,chr2,FK,D6,0,0.059412,0.143819,0.067743667,0.059008693
GG6AChr25Scale19,chr25,scale,E7E,0.135837,0,NA,0.0679185,0.0679185
GG6AChr27FK14,chr27,FK,E9E,0.117623,0.018424,NA,0.0680235,0.0495995
GG6AChr27FK82,chr27,FK,D5,0,0.205606,0,0.068535333,0.096923598
GG6AChr25Claw13,chr25,claw,E9D,0.137739,0,NA,0.0688695,0.0688695
GG6AChr25Claw5,chr25,claw,E9D,0,0.138102,NA,0.069051,0.069051
GG6AChr27FK17,chr27,FK,D5,0.086493,0,0.126012,0.070835,0.052622148
GG6AChr2FK15,chr2,FK,E7E,0.142422,0,NA,0.071211,0.071211
GG6AChr1FK1,chr1,FK,D3,0.214423,0,0,0.071474333,0.101079972
GG6AChr2FK6,chr2,FK,E7D,0.143699,0,NA,0.0718495,0.0718495
GG6AChr25Claw4,chr25,claw,D3,0.215971,0,0,0.071990333,0.101809706
GG6AChr27FK2,chr27,FK,D3,0,0.142345,0.074026,0.072123667,0.058127669
GG6AChr25Scale15,chr25,scale,E9E,0.144541,0,NA,0.0722705,0.0722705
GG6AChr27FK59,chr27,FK,D5,0.037164,0.102235,0.080442,0.073280333,0.027043494
GG6AChr2FK9,chr2,FK,E12F,0.091899,0.054716,NA,0.0733075,0.0185915
GG6AChr2FK15,chr2,FK,E14F,0.134955,0.011854,NA,0.0734045,0.0615505
GG6AChr27FK35,chr27,FK,D3,0,0.221251,0,0.073750333,0.104298722
GG6AChr27FK52,chr27,FK,E9D,0.148209,0,NA,0.0741045,0.0741045
GG6AChr25Claw13,chr25,claw,E7D,0,0.148336,NA,0.074168,0.074168
GG6AChr25Claw8,chr25,claw,D3,0,0.224102,0,0.074700667,0.105642696
GG6AChr27FK86,chr27,FK,E9E,0.049579,0.099976,NA,0.0747775,0.0251985
GG6AChr2FK30,chr2,FK,D5,0.09114,0.103844,0.029784,0.074922667,0.032336484
GG6AChr27FK16,chr27,FK,D4,0.161843,0.036316,0.030762,0.076307,0.060525571
GG6AChr2FK5,chr2,FK,E7D,0.153075,0,NA,0.0765375,0.0765375
GG6AChr27FK36,chr27,FK,E7E,0.094771,0.058683,NA,0.076727,0.018044
GG6AChr25Claw7,chr25,claw,E9E,0.153926,0,NA,0.076963,0.076963
GG6AChr27FK18,chr27,FK,E9D,0.105345,0.049284,NA,0.0773145,0.0280305
GG6AChr2FK3,chr2,FK,E16F,0.154752,0,NA,0.077376,0.077376
GG6AChr27FK39,chr27,FK,E7E,0.109636,0.045158,NA,0.077397,0.032239
GG6AChr2FK30,chr2,FK,E12F,0.071412,0.083492,NA,0.077452,0.00604
GG6AChr2FK2,chr2,FK,D7,0.234278,0,0,0.078092667,0.110439708
GG6AChr25FL3,chr25,FL,E9D,0.156475,0,NA,0.0782375,0.0782375
GG6AChr27FK23,chr27,FK,E9D,0.062306,0.097014,NA,0.07966,0.017354
GG6AChr2FK14,chr2,FK,D4,0,0.239443,0,0.079814333,0.112874513
GG6AChr25Claw14,chr25,claw,E9D,0.06403,0.097719,NA,0.0808745,0.0168445
GG6AChr2FK3,chr2,FK,E7D,0.162801,0,NA,0.0814005,0.0814005
GG6AChr27FK1,chr27,FK,E9E,0.071143,0.092071,NA,0.081607,0.010464
GG6AChr2FK28,chr2,FK,D4,0,0.245013,0,0.081671,0.115500236
GG6AChr2FK30,chr2,FK,D6,0.012886,0.021595,0.211518,0.081999667,0.09165228
GG6AChr27FK33,chr27,FK,D3,0,0.247389,0,0.082463,0.116620293
GG6AChr2FK12,chr2,FK,D5,0.247536,0,0,0.082512,0.116689589
GG6AChr27FK44,chr27,FK,D4,0.249186,0,0,0.083062,0.117467407
GG6AChr25Ktn7,chr25,ktn,E16F,0.046861,0.12091,NA,0.0838855,0.0370245
GG6AChr2FK30,chr2,FK,E7E,0.105783,0.062186,NA,0.0839845,0.0217985
GG6AChr27FK12,chr27,FK,D3,0,0.252546,0,0.084182,0.119051326
GG6AChr2FK3,chr2,FK,E14F,0.08023,0.08866,NA,0.084445,0.004215
GG6AChr25Scale9,chr25,scale,D4,0,0.175672,0.086682,0.087451333,0.071719857
GG6AChr27FK14,chr27,FK,E7E,0.029352,0.145827,NA,0.0875895,0.0582375
GG6AChr25FK4,chr25,FK,D4,0.160199,0.102892,0,0.087697,0.066277678
GG6AChr27FK61,chr27,FK,E9E,0.175821,0,NA,0.0879105,0.0879105
GG6AChr27FK24,chr27,FK,E12F,0.034163,0.142018,NA,0.0880905,0.0539275
GG6AChr27FK29,chr27,FK,D4,0.144653,0.109395,0.011502,0.088516667,0.056327766
GG6AChr25FK11,chr25,FK,E7D,0.140321,0.038242,NA,0.0892815,0.0510395
GG6AChr2FK9,chr2,FK,D5,0,0.219858,0.048764,0.089540667,0.094274201
GG6AChr27FK25,chr27,FK,D4,0.090617,0.104508,0.073594,0.089573,0.01264216
GG6AChr27FK3,chr27,FK,D3,0.012606,0.259786,0,0.090797333,0.119603804
GG6AChr27FK86,chr27,FK,E7E,0.178838,0.004895,NA,0.0918665,0.0869715
GG6AChr27FK77,chr27,FK,E9E,0.184446,0,NA,0.092223,0.092223
GG6AChr27FK19,chr27,FK,E9D,0.168118,0.016909,NA,0.0925135,0.0756045
GG6AChr27FK58,chr27,FK,E9D,0.101773,0.083941,NA,0.092857,0.008916
GG6AChr10FK6,chr10,FK,E14F,0.019857,0.16832,NA,0.0940885,0.0742315
GG6AChr27FK69,chr27,FK,D6,0,0.282827,0,0.094275667,0.133325926
GG6AChr25Scale14,chr25,scale,E12F,0.058652,0.130957,NA,0.0948045,0.0361525
GG6AChr27FK70,chr27,FK,D5,0.094441,0.190325,0,0.094922,0.0777006
GG6AChr25Ktn6,chr25,ktn,E16F,0.190145,0,NA,0.0950725,0.0950725
GG6AChr27FK35,chr27,FK,D4,0.149857,0.098605,0.037164,0.095208667,0.046069363
GG6AChr25Scale9,chr25,scale,D5,0.199931,0.086574,0,0.095501667,0.08186525
GG6AChr10FK5,chr10,FK,E7D,0.129932,0.06208,NA,0.096006,0.033926
GG6AChr27FK16,chr27,FK,E7E,0.149914,0.042743,NA,0.0963285,0.0535855
GG6AChr25Ktn7,chr25,ktn,E14F,0.19296,0,NA,0.09648,0.09648
GG6AChr27FK84,chr27,FK,D5,0,0.290285,0,0.096761667,0.136841661
GG6AChr27FK80,chr27,FK,E9E,0.194902,0,NA,0.097451,0.097451
GG6AChr27FK79,chr27,FK,D4,0.140305,0,0.153036,0.097780333,0.069336209
GG6AChr27FK19,chr27,FK,E9E,0.195863,0,NA,0.0979315,0.0979315
GG6AChr2FK22,chr2,FK,E16F,0.197363,0,NA,0.0986815,0.0986815
GG6AChr27FK30,chr27,FK,D3,0,0.224346,0.072346,0.098897333,0.093493358
GG6AChr2FK1,chr2,FK,E7E,0.197979,0,NA,0.0989895,0.0989895
GG6AChr2FK15,chr2,FK,D3,0,0.23458,0.063303,0.099294333,0.099090787
GG6AChr27FK45,chr27,FK,D4,0.299786,0,0,0.099928667,0.141320476
GG6AChr27FK55,chr27,FK,D4,0,0.303549,0,0.101183,0.143094371
GG6AChr27FK9,chr27,FK,E12F,0.089853,0.112576,NA,0.1012145,0.0113615
GG6AChr25FK5,chr25,FK,D3,0,0.30391,0,0.101303333,0.143264548
GG6AChr27FK36,chr27,FK,D4,0.305941,0,0,0.101980333,0.14422197
GG6AChr27FK47,chr27,FK,D3,0,0.306569,0,0.102189667,0.144518013
GG6AChr27FK46,chr27,FK,E12F,0.067872,0.136939,NA,0.1024055,0.0345335
GG6AChr10FK2,chr10,FK,E9D,0.185257,0.019842,NA,0.1025495,0.0827075
GG6AChr27FK55,chr27,FK,E9E,0.208535,0,NA,0.1042675,0.1042675
GG6AChr27FK33,chr27,FK,D4,0.164948,0.108798,0.043617,0.105787667,0.04957889
GG6AChr2FK1,chr2,FK,E16F,0.211762,0,NA,0.105881,0.105881
GG6AChr27FK69,chr27,FK,D5,0,0.318286,0,0.106095333,0.150041459
GG6AChr2FK8,chr2,FK,E14F,0.206727,0.005586,NA,0.1061565,0.1005705
GG6AChr25Ktn5,chr25,ktn,E12F,0,0.21268,NA,0.10634,0.10634
GG6AChr2FK15,chr2,FK,D4,0,0.320062,0,0.106687333,0.150878674
GG6AChr27FK9,chr27,FK,E7D,0.213812,0,NA,0.106906,0.106906
GG6AChr25FK1,chr25,FK,D4,0.322268,0,0,0.107422667,0.151918592
GG6AChr2FK12,chr2,FK,E7E,0.107317,0.108876,NA,0.1080965,0.0007795
GG6AChr27FK64,chr27,FK,E9E,0.216639,0,NA,0.1083195,0.1083195
GG6AChr2FK7,chr2,FK,D7,0,0,0.326276,0.108758667,0.153807981
GG6AChr2FK29,chr2,FK,D3,0.033022,0.051945,0.243083,0.10935,0.094878541
GG6AChr27FK27,chr27,FK,D3,0.022468,0.30572,0,0.109396,0.139124734
GG6AChr27FK69,chr27,FK,E12F,0,0.222748,NA,0.111374,0.111374
GG6AChr27FK3,chr27,FK,D4,0.145315,0.063506,0.125344,0.111388333,0.034825743
GG6AChr25Claw6,chr25,claw,D3,0.13416,0.201654,0,0.111938,0.083811085
GG6AChr27FK46,chr27,FK,D3,0.003264,0.301621,0.032186,0.112357,0.13434971
GG6AChr2FK29,chr2,FK,D4,0,0.284469,0.056092,0.113520333,0.123028894
GG6AChr27FK11,chr27,FK,D3,0,0.200183,0.14038,0.113521,0.083902176
GG6AChr2FK9,chr2,FK,D7,0.051902,0.135683,0.15391,0.113831667,0.044418604
GG6AChr2FK16,chr2,FK,D7,0.224441,0.017722,0.10424,0.115467667,0.08476529
GG6AChr25FK6,chr25,FK,D4,0.348067,0,0,0.116022333,0.164080357
GG6AChr2FK9,chr2,FK,E9D,0.05814,0.175284,NA,0.116712,0.058572
GG6AChr27FK82,chr27,FK,D4,0.35246,0,0,0.117486667,0.166151237
GG6AChr2FK23,chr2,FK,D7,0.041567,0,0.311969,0.117845333,0.138311128
GG6AChr25Ktn1,chr25,ktn,D6,0.083695,0.097935,0.17326,0.118296667,0.039297332
GG6AChr27FK36,chr27,FK,E9D,0.155332,0.082302,NA,0.118817,0.036515
GG6AChr27FK30,chr27,FK,D4,0.207252,0,0.150711,0.119321,0.087473222
GG6AChr25Scale13,chr25,scale,E9E,0.23872,0,NA,0.11936,0.11936
GG6AChr27FK86,chr27,FK,E12F,0.004731,0.235631,NA,0.120181,0.11545
GG6AChr27FK19,chr27,FK,D5,0.185091,0.1771,0,0.120730333,0.085431548
GG6AChr27FK28,chr27,FK,D5,0.114484,0.231343,0.020884,0.122237,0.086094248
GG6AChr27FK40,chr27,FK,E9D,0.189516,0.056418,NA,0.122967,0.066549
GG6AChr25Scale6,chr25,scale,E12F,0.246325,0,NA,0.1231625,0.1231625
GG6AChr27FK84,chr27,FK,D3,0,0.369836,0,0.123278667,0.174342362
GG6AChr25Ktn12,chr25,ktn,E9D,0.24926,0,NA,0.12463,0.12463
GG6AChr27FK8,chr27,FK,E9E,0.251032,0,NA,0.125516,0.125516
GG6AChr2FK28,chr2,FK,E7E,0.251367,0,NA,0.1256835,0.1256835
GG6AChr27FK25,chr27,FK,D3,0,0.313388,0.063949,0.125779,0.135204096
GG6AChr2FK6,chr2,FK,D4,0,0.22314,0.157678,0.126939333,0.093653667
GG6AChr27FK52,chr27,FK,D3,0,0.383319,0,0.127773,0.18069831
GG6AChr2FK27,chr2,FK,D7,0,0.081352,0.302104,0.127818667,0.127635079
GG6AChr25Scale11,chr25,scale,E12F,0.255752,0,NA,0.127876,0.127876
GG6AChr2FK28,chr2,FK,D3,0,0.20416,0.18112,0.128426667,0.091297196
GG6AChr27FK23,chr27,FK,D3,0,0.39495,0,0.13165,0.186181215
GG6AChr27FK23,chr27,FK,E7E,0.203161,0.060359,NA,0.13176,0.071401
GG6AChr2FK18,chr2,FK,E16F,0.26365,0,NA,0.131825,0.131825
GG6AChr2FK6,chr2,FK,D5,0.075342,0.252608,0.069113,0.132354333,0.0850702
GG6AChr2FK4,chr2,FK,E7D,0.265971,0,NA,0.1329855,0.1329855
GG6AChr2FK9,chr2,FK,D4,0.051117,0.275643,0.072758,0.133172667,0.101128401
GG6AChr25Scale10,chr25,scale,E12F,0,0.26747,NA,0.133735,0.133735
GG6AChr2FK13,chr2,FK,E16F,0.26759,0,NA,0.133795,0.133795
GG6AChr27FK28,chr27,FK,D4,0.342972,0.058679,0,0.133883667,0.149775954
GG6AChr27FK13,chr27,FK,E12F,0.158353,0.110507,NA,0.13443,0.023923
GG6AChr27FK25,chr27,FK,D5,0.279207,0.124229,0,0.134478667,0.114215962
GG6AChr27FK12,chr27,FK,E9E,0.07433,0.195262,NA,0.134796,0.060466
GG6AChr10FK5,chr10,FK,D4,0.234263,0.171492,0,0.135251667,0.099011143
GG6AChr2FK13,chr2,FK,D7,0.230346,0,0.177034,0.135793333,0.09845613
GG6AChr27FK38,chr27,FK,E9D,0.115123,0.157167,NA,0.136145,0.021022
GG6AChr25Claw9,chr25,claw,D3,0,0.408887,0,0.136295667,0.19275118
GG6AChr2FK20,chr2,FK,D7,0,0.180988,0.232832,0.13794,0.099808259
GG6AChr2FK5,chr2,FK,D4,0,0.34907,0.065121,0.138063667,0.15155404
GG6AChr25Claw9,chr25,claw,D4,0.171745,0.243707,0,0.138484,0.10223501
GG6AChr25FK10,chr25,FK,D4,0,0.210067,0.205754,0.138607,0.098025765
GG6AChr2FK14,chr2,FK,E16F,0.277822,0,NA,0.138911,0.138911
GG6AChr10FK6,chr10,FK,D3,0,0.287911,0.132185,0.140032,0.117670069
